出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"1150317","11502","2538","基泰","建材營造","20914","29779","20383","-29.76930051378488","2.6051121032232745","50693","65753","-22.903897921007406","-"
"1150317","11502","2539","櫻花建","建材營造","535780","1621270","806659","-66.95306765683692","-33.58036047450038","2157050","1132431","90.47959654937034","無異常。本月有「櫻花知築」、「櫻花市鎮之櫻」建案陸續過戶中。"
"1150317","11502","2540","愛山林","建材營造","579824","531269","865727","9.139437836576198","-33.02461399494298","1111093","1644260","-32.42595453273813","-"
"1150317","11502","2542","興富發","建材營造","4238033","4760744","484513","-10.979607389097167","774.6995436654951","8998777","668993","1245.1227441841693","本月較去年同期增加，係本期認列「青山440」、「福山案」、「VVS1」及「市政愛&#24742;」等新建案收入所致。"
"1150317","11502","2543","皇昌","建材營造","670644","1041817","633338","-35.627466244071655","5.890377649848896","1712461","1405199","21.86608444782554","-"
"1150317","11502","2545","皇翔","建材營造","731891","81633","678111","796.5626646086754","7.9308549780198225","813524","861841","-5.606254517944725","-"
"1150317","11502","2546","根基","建材營造","992800","1895918","1264264","-47.63486606488255","-21.47209759986838","2888718","2487269","16.14015211060806","-"
"1150317","11502","2547","日勝生","建材營造","461748","447680","509204","3.1424231593995713","-9.319643993370045","909428","888749","2.326753672859266","-"
"1150317","11502","2548","華固","建材營造","1137637","1103070","5877","3.1337086494964055","19257.444274289603","2240707","9055","24645.52181115406","本公司截至02月累計營收較去年同期增加，係因本年度認列交屋金額較高所致。"
"1150317","11502","2597","潤弘","建材營造","1879937","3164539","1971026","-40.593653609577885","-4.621400225060451","5044476","3916675","28.7948578832811","-"
"1150317","11502","2601","益航","貿易百貨","315909","126046","337602","150.6299287561684","-6.425613592336538","441955","774119","-42.90864841193667","本期累計營收減少，係原合併報表子公司改採權益法認列，其營收不再納入合併所致。"
"1150317","11502","2603","長榮","航運業","27138742","31898627","34233366","-14.921911842788719","-20.72429570612484","59037369","76481323","-22.808122709906574","-"
"1150317","11502","2605","新興","航運業","436531","397771","232864","9.744300112376216","87.46178026659338","834178","552372","51.017430282490785","受惠於散裝輪與油輪市場運價上揚，致本月營收較去年同期增長。"
"1150317","11502","2606","裕民","航運業","1137305","1287039","978469","-11.633990889164975","16.233115203445383","2424344","2185162","10.945733085235785","-"
"1150317","11502","2607","榮運","航運業","1189175","1369353","1400594","-13.15789281507398","-15.09495257012382","2558528","3124064","-18.10257408298934","-"
"1150317","11502","2608","嘉里大榮","航運業","831476","1173560","975618","-29.149255257507072","-14.774430156065181","2005036","2001262","0.18858100538560169","-"
"1150317","11502","2609","陽明","航運業","12443461","13761884","14694473","-9.58025078543025","-15.31876645048788","26205345","32287364","-18.837149418577496","-"
"1150317","11502","2610","華航","航運業","18373146","17799268","16036848","3.2241662971758163","14.568311678205093","36172414","35323241","2.4040064726789936","-"
"1150317","11502","2611","志信","航運業","77531","55400","56709","39.94765342960289","36.71727591740288","132931","113925","16.682905420232608","-"
"1150317","11502","2612","中航","航運業","353018","420444","366310","-16.03685627574659","-3.6286205672790808","773462","792068","-2.3490407389264556","-"
"1150317","11502","2613","中櫃","航運業","235075","307496","230259","-23.55185108098967","2.091557767557403","542571","498474","8.84639921039011","-"
"1150317","11502","2614","東森","其他","412889","424358","401657","-2.70267085809623","2.796415847352343","837247","880593","-4.922364815527718","-"
"1150317","11502","2615","萬海","航運業","10580264","12537769","10632585","-15.612865414891596","-0.49208165276835314","23118033","25305612","-8.644639773975827","-"
"1150317","11502","2616","山隆","油電燃氣業","529123","683305","688845","-22.564155099113865","-23.186928844660265","1212428","1318714","-8.05982191741348","本月因適逢春節、228連假，工作日減少，發油量較上月減少。"
"1150317","11502","2617","台航","航運業","328806","348300","309238","-5.596899224806202","6.327812235236291","677106","661588","2.3455685411464535","-"
"1150317","11502","2618","長榮航","航運業","19002061","19926175","16674983","-4.637688869037836","13.955504482373385","38928236","36720150","6.013281536159302","-"
"1150317","11502","2630","亞航","航運業","369913","259989","305386","42.2802503182827","21.12965230888122","629903","709231","-11.185072282514442","-"
"1150317","11502","2633","台灣高鐵","航運業","4672521","4422943","4122096","5.642803897766713","13.3530369016151","9095464","8783038","3.557151864764789","-"
"1150317","11502","2634","漢翔","航運業","2197862","2665608","2518392","-17.54744133420968","-12.72756584360179","4863470","4608928","5.522802699456359","-"
"1150317","11502","2636","台驊控股","航運業","1437044","1750726","1670739","-17.917252614058395","-13.987522886578933","3187770","3832327","-16.818945773677456","-"
"1150317","11502","2637","慧洋-KY","航運業","1270929","1346075","978066","-5.582601266645618","29.9430713264749","2616967","2232237","17.23517708917109","-"
"1150317","11502","2642","宅配通","航運業","247114","307255","279108","-19.573644041594115","-11.462946243031372","554369","649140","-14.599470068090088","-"
"1150317","11502","2645","長榮航太","航運業","1322897","1718473","1401798","-23.019040741402396","-5.628557038888627","3041370","2676881","13.616182415281068","-"
"1150317","11502","2646","星宇航空","航運業","4817778","4214581","3404856","14.312146331984128","41.497261558198055","9032358","7642693","18.182923218294913","-"
"1150317","11502","2701","萬企","觀光餐旅","23176","21728","21427","6.664212076583211","8.162598590563308","44904","42129","6.586911628569394","-"
"1150317","11502","2702","華園","觀光餐旅","117813","106041","110261","11.101366452598523","6.849203254097097","223854","220541","1.5022150076403027","-"
"1150317","11502","2704","國賓","觀光餐旅","136081","129487","110528","5.092403098380532","23.119028662420384","265568","270415","-1.792430153652719","-"
"1150317","11502","2705","六福","觀光餐旅","179755","161712","151154","11.157489858513902","18.921761911692712","341466","344959","-1.0125841041978902","-"
"1150317","11502","2706","第一店","觀光餐旅","28669","29596","29191","-3.132180024327612","-1.7882223973142406","58265","57322","1.6450926345905585","-"
"1150317","11502","2707","晶華","觀光餐旅","663479","678572","534311","-2.2242297059118266","24.174684780960902","1342051","1284362","4.491646436129378","-"
"1150317","11502","2712","遠雄來","觀光餐旅","62145","35147","30500","76.81452186530856","103.75409836065573","97293","82692","17.65708895661007","本月營收較去年同期成長，主係春節連假，帶動東部旅遊。"
"1150317","11502","2722","夏都","觀光餐旅","58466","28218","37805","107.19398965199518","54.65150112418992","86684","93270","-7.061220113648547","主係農曆春節於115年2月所致。"
"1150317","11502","2723","美食-KY","觀光餐旅","1276613","1362372","1463940","-6.294829899616258","-12.796084538983838","2639067","3087052","-14.51174129881842","-"
"1150317","11502","2727","王品","觀光餐旅","2340626","2175432","1887401","7.59361818710031","24.01318002904523","4516058","4100815","10.125865224351745","-"
"1150317","11502","2731","雄獅","觀光餐旅","3287907","2158940","2331137","52.292652875948384","41.04306181918952","5446847","4727619","15.213324085549194","-"
"1150317","11502","2739","寒舍","觀光餐旅","452442","506605","386136","-10.691367041383327","17.171670085151344","959047","955646","0.3558849197296907","-"
"1150317","11502","2748","雲品","觀光餐旅","254633","329994","178542","-22.837081886337327","42.61798344367152","584627","535719","9.129412994498981","-"
"1150317","11502","2753","八方雲集","觀光餐旅","662968","788157","703320","-15.883764275391831","-5.737359949951657","1451125","1419176","2.251235928454258","-"
"1150317","11502","2762","世界健身-KY","運動休閒","886766","973515","835512","-8.910905327601526","6.134442114535758","1860281","1683046","10.530609383225414","-"
"1150317","11502","2801","彰銀","金融保險業","3752140","4258685","3594555","-11.894399327491938","4.383991898858134","8010825","7188433","11.44049057701449","-"
"1150317","11502","2812","台中銀","金融保險業","1818419","1907814","1626913","-4.6857293216214995","11.771127282159526","3726233","3384726","10.08964979735435","-"
"1150317","11502","2816","旺旺保","金融保險業","1311666","1592604","1032265","-17.64016667043408","27.066790020004554","2904270","2370462","22.519154493934092","-"
"1150317","11502","2820","華票","金融保險業","304685","497667","233018","-38.77733504532147","30.75599309924555","802351","387905","106.84213918356299","主係本年票債券獲利及金融商品評價利益增加"
"1150317","11502","2832","台產","金融保險業","803079","874568","843506","-8.174207151416471","-4.79273413585677","1677647","1685710","-0.47831477537654754","-"
"1150317","11502","2834","臺企銀","金融保險業","2495404","3290524","2616435","-24.16393255299156","-4.625798080212197","5785928","5678971","1.8833869727455907","-"
"1150317","11502","2836","高雄銀","金融保險業","372525","505185","356257","-26.259687045339827","4.566366415256402","877709","743140","18.108162661140565","-"
"1150317","11502","2838","聯邦銀","金融保險業","2011875","1800068","1812860","11.766611039138521","10.977957481548492","3811943","3303268","15.399144120307525","-"
"1150317","11502","2845","遠東銀","金融保險業","1111919","1281276","994339","-13.217839091655506","11.824940990949766","2393195","2183105","9.623449169875018","-"
"1150317","11502","2849","安泰銀","金融保險業","506819","552220","418078","-8.22154213900257","21.225943484230214","1059076","875961","20.90446949122164","-"
"1150317","11502","2850","新產","金融保險業","2275924","2351893","2128813","-3.230121438347748","6.910470764693752","4627817","4360389","6.133122526453488","-"
"1150317","11502","2851","中再保","金融保險業","2138550","2221848","1052635","-3.7490413385614136","103.16158972483339","4360398","2143155","103.45695948263192","營業收入淨額較去年同期增加，主係淨投資損益增加所致。"
"1150317","11502","2852","第一保","金融保險業","725462","799148","782351","-9.220569906950903","-7.271544357967204","1524610","1600542","-4.744142921585313","-"
"1150317","11502","2855","統一證","金融保險業","2096483","3259312","652377","-35.677130633704294","221.36065495871253","5355795","1340730","299.46857309077893","今年單月營收及累計營收較去年同期增加，主因今年泛自營業務操作獲利優於去年同期所致。"
"1150317","11502","2867","三商壽","金融保險業","7693563","6375140","8814375","20.680690933846158","-12.715728568389704","14068703","14560857","-3.3799796261991997","-"
"1150317","11502","2880","華南金","金融保險業","5516626","6839814","5111306","-19.345379859744725","7.929871543593751","12356440","10550711","17.11476127059115","-"
"1150317","11502","2881","富邦金","金融保險業","29373464","23880545","17377587","23.001648412965448","69.03074057405094","53254009","39054422","36.35846153349805","本月營業收入較去年本月營業收入增加，主係投資相關淨收益增加所致。"
"1150317","11502","2882","國泰金","金融保險業","26123903","26002151","29364042","0.46823818537166406","-11.034376670623207","52126054","55013321","-5.248305224111084","-"
"1150317","11502","2883","凱基金","金融保險業","9367975","8752466","7481586","7.032406638311991","25.21375815234898","18120441","16637842","8.911005405628927","-"
"1150317","11502","2884","玉山金","金融保險業","7478992","9245634","7190893","-19.107851338264094","4.00644259343033","16724626","13770633","21.451395879913434","-"
"1150317","11502","2885","元大金","金融保險業","13315992","17771233","8756541","-25.069959974077207","52.06908755409242","31087225","17185348","80.89377648913481","本月營業收入淨額較去年同期增加，主係分離帳戶保險商品資產淨損益增加所致。"
"1150317","11502","2886","兆豐金","金融保險業","6460103","8155833","6507358","-20.791622388540816","-0.7261779665418746","14615936","13338300","9.57870193352976","-"
"1150317","11502","2887","台新新光金","金融保險業","16283678","18773450","5666390","-13.262197411770346","187.3730540961706","35057128","11543765","203.68885714496093","本年度新增新光子公司"
"1150317","11502","2889","國票金","金融保險業","711757","1214033","611442","-41.372516233084276","16.40629855325607","1925790","1212003","58.893171056507285","本年手續費及佣金淨收益較去年同期增加2.26億元、透過損益按公允價值衡量之金融資產淨損益較去年同期增加3.55億元"
"1150317","11502","2890","永豐金","金融保險業","7019061","10779103","6195777","-34.88269849541284","13.287824916874833","17798164","13143457","35.41463254302121","-"
"1150317","11502","2891","中信金","金融保險業","20907830","25856645","18313705","-19.13943204928559","14.164938225225317","46764475","35757283","30.7830771146678","-"
"1150317","11502","2892","第一金","金融保險業","5959029","6995405","5789104","-14.815096481190153","2.93525561123103","12954434","11244344","15.208446130783619","-"
"1150317","11502","2897","王道銀行","金融保險業","814631","1389919","759420","-41.39003783673725","7.270153538226541","2204550","1652395","33.41543638173681","-"
"1150317","11502","2901","欣欣","貿易百貨","11255","11491","9373","-2.053781220085284","20.078950176037555","22746","20656","10.118125484120837","-"
"1150317","11502","2903","遠百","貿易百貨","2742999","2807826","2197968","-2.308796912629201","24.797039811316633","5550825","5490465","1.0993604366843246","-"
"1150317","11502","2904","匯僑","其他","32559","32143","41580","1.2942164701490215","-21.695526695526695","64702","81061","-20.18109818531723","-"
"1150317","11502","2905","三商","貿易百貨","10029671","15589258","9545466","-35.662935336627314","5.072617722382542","25618929","22479208","13.96722251068632","-"
"1150317","11502","2906","高林","貿易百貨","667312","896494","664867","-25.5642536369457","0.3677427214766262","1563806","1549586","0.9176644600557826","-"
"1150317","11502","2908","特力","貿易百貨","2993384","3495106","2434287","-14.354986658487611","22.967587634490098","6488490","5502786","17.912817252933333","-"
"1150317","11502","2910","統領","貿易百貨","47903","44489","40945","7.673807008474005","16.993527903284896","92392","87226","5.922546029853484","-"
"1150317","11502","2911","麗嬰房","貿易百貨","148238","156257","176704","-5.131930089531989","-16.109425932633105","304495","447505","-31.95718483592362","-"
